用户ID,会员级别,手机参数,昵称,购买时间,评论内容
1.03541E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,向***5,2019/2/20 15:20,非常不错??，苏宁实体店不方便去就在网上买了，隔天就到了。手机各方面都不错。
1.03576E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,煮***香,2019/2/24 10:17,买给老公的，已经用了，目前还不错，等再用过这关时候来拿再来！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
1.03558E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,1***n,2019/2/25 1:42,感觉很值啊！便宜了这么多 性能很好 以前还怕抓不好手机 现在习惯了 来苏宁买东西就是安心 服务好 质量也好
1.03564E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,e***y,2019/2/20 12:54,外观时尚简约，性能稳定，不错的手机，值得购买。
1.03615E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,魔***八,2019/2/28 1:43,用着还行，女朋友喜欢得不得了
1.03505E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,日***吗,2019/2/17 1:05,此用户没有填写评论!
1.03543E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,林***5,2019/2/20 19:56,信赖苏宁，ipad，iPhone都在这买的，到货快，正品。手机很满意。
1.03583E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,a***3,2019/2/28 13:32,收到货迫不及待拆箱验货，包装无好无决，多次在苏宁易购买手机了，一如既往的好，最主要的是原装正品，今后更新手机还是在苏宁购买。
1.03636E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,好***2,2019/3/3 21:30,是正品目前没有什么瑕疵
1.03603E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,j***1,2019/2/27 22:04,物流超级快，手机是正品，苏宁易购值得信赖！
1.03608E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,配***5,2019/2/26 22:43,用了段时间 感觉还不错。推荐购买。官网查了 激活时间 那些都对的
1.03634E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,李***9,2019/3/2 13:45,说真的 之前在这里买过一个ipad，感觉还不错。所以买手机也在苏宁了。快递倒是很快的，一般都是第二天就送到了。就是客服回答好慢 ，手机查了序列号，是没错的。价格也很合适。比其他地方便宜一点。主要不太满意的地方就是人工客服很慢，自主客服又不太智能。其他的都还好，不错的，下次买电子产品还来苏宁
1.03617E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,宝***涵,2019/2/28 11:38,手机蛮好用的，喜欢金色的
1.03526E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***3,2019/2/14 19:25,不错很称手，第一次用苹果手机，激活途中自己操作出现一点小插曲，客服非常耐心的解说，售后也是非常耐心帮忙，绝对量心评价，五星????????????????????
1.03574E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,朱***4,2019/2/25 17:56,很好 很快 手机也好
1.03579E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,相***9,2019/2/24 17:40,用的挺好的，是正品，在网上查了
1.03605E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,v***静,2019/2/26 16:36,目前没啥问题，确定是新机子，很好用，送货也快
1.03576E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,哒***2,2019/2/27 13:47,和想象中的一样，非常棒
1.036E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,若***a,2019/3/1 10:24,好用(????)好看
1.0361E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,5***媛,2019/2/27 11:51,快递挺快的，还没拆封，应该是正品
1.03588E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,a***7,2019/3/1 8:31,挺好 价格合适
1.03606E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,爱***王,2019/2/28 11:57,不错挺好的 是正品
1.03572E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***8,2019/2/21 14:22,正品新机未激活，想入手的可以放心购买。大平台值得信赖，以后会追评。
1.03607E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,你***S,2019/2/26 21:51,可以说很好了，第一次用苹果，满意
1.03552E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,落***u,2019/2/22 10:36,正在用新手机评价，续航和6s比强了很多，屏幕也大，体验很好，这个价格性价比高，苏宁送货很快
1.0364E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,二***倩,2019/3/3 0:35,很好、我用了大概两周、没出现卡顿或者闪屏，配置什么都检查过，没问题，我的平板，上个苹果手机都是在苏宁易购上买的，比较相信，现在降价也比较划算。自己挣钱买手机就是舒坦。
1.03641E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,z***f,2019/3/3 10:57,给兄弟买的，听说还可以
1.03554E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,x***1,2019/2/20 15:58,很好，特意试用了几天，很流畅，用惯了安卓机刚开始不太顺手，但习惯后很好，一直在苏宁易购买电子产品
1.03588E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,杨***菁,2019/2/27 17:19,正品 很满意
1.03597E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,s***0,2019/2/28 20:07,好用便宜
1.03597E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,优***博,2019/2/27 8:58,是正品 没错了
1.03597E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,小***n,2019/3/2 10:03,手机还可以，以后继续支持
1.03596E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***s,2019/2/26 22:03,挺好的一如既往的好 在天猫苏宁买有保障
1.03625E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,f***8,2019/3/1 10:11,很好是正品。
1.03511E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,h***1,2019/2/9 12:17,此用户没有填写评论!
1.03598E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***2,2019/2/25 18:40,价格实惠，很早就想买苹果了，完成了心愿。是正品
1.03573E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,t***0,2019/2/26 23:18,一天就收到了，正品。用着很好
1.03631E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,小***a,2019/3/1 22:09,完全满足日常所有需要，不升级系统几年没问题。
1.03616E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,兔***4,2019/2/28 3:05,发货快，东西好，价格也便宜
1.03611E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,w***3,2019/2/28 22:22,不错，喜欢的黑色
1.0358E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,你***呆,2019/2/27 23:18,到货很快，头一天拍，第二天就到货啦，苏宁快递很给力，电话目前用着都不错，挺好
1.03636E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,杭***头,2019/3/3 22:32,正品不错
1.0359E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,仁***侠,2019/3/1 12:31,正品 很好
1.03612E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,吴***8,2019/3/1 7:37,特地用了一段时才来评价，确定是新机无任何问题。
1.03623E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,i***9,2019/2/28 22:30,物流速度快，原版，很好，推荐！！
1.03558E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,v***1,2019/2/25 6:29,很流畅，拍照也很好，是国行
1.03588E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,s***7,2019/3/1 8:41,帮朋友买的。搞活动真的很便宜！！！还有优惠券就更便宜了。发货也很快~
1.03548E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***2,2019/2/19 20:19,给个好评  服务态度没的说呢！正品无疑了，刚好在打折的时候买的觉得特别便宜??????爱上了鸭！！！！物流也特别快隔天都到了！！！喜欢的朋友可以动手了不要犹豫了～～我已经迫不及待的使用上了。。。??????
1.03639E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,万***少,2019/3/2 22:42,很好
1.03608E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,南***孩,2019/2/27 5:17,女儿用的很满意！
1.03497E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,m***7,2019/2/15 18:14,正品国行，6核A11  玻璃背面更漂亮了，自己配个无线充电????
1.03633E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,t***4,2019/3/2 11:49,总之买了两台  我觉得挺不错的。
1.03529E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,永***8,2019/2/20 11:10,收到东西拿去实体店里验了，是正品，现在先用，过段时间和大家分享
1.0359E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,娇***1,2019/2/27 21:16,用了几天了，目前还是很好的，等后期再追加评论。
1.03625E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,王***兰,2019/3/1 11:33,是正品，非常不错值得信赖
1.03533E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,拉***h,2019/2/20 19:53,手机很好哦，对比下来还是苏宁易购旗舰店最划算
1.03565E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,a***8,2019/2/22 9:32,手机未激活过 这个价格啊算是比较划算了 还行吧
1.03608E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,1***i,2019/2/27 1:03,暂时没什么问题，一切都满意
1.0359E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,n***y,2019/3/1 10:54,绝对正品，服务超好。手机用了几天了，很好。
1.03566E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,冰***m,2019/2/26 9:40,宝贝特别好，物流的快递员服务周到，给个好评
1.03613E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,袁***3,2019/3/3 23:52,用着挺好的，是新机
1.03615E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,喷***罐,2019/2/27 22:43,这段时间使用下来还算满意
1.03567E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,她***i,2019/2/22 15:35,可以用这还满意，速度也可以，昨天买的今天早上十点多就送到了很快
1.0358E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***0,2019/2/24 19:50,手机很好用，第一次在苏宁易购买手机，收到前还是很忐忑的，毕竟不是很便宜的手机，对于我们这些学生党是很好的手机了，收到货后发现之前的担心都是多余的，手机很好用！
1.03573E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,黑***帝,2019/2/25 16:51,苏宁物流快，服务好
1.03546E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,j***8,2019/2/23 1:05,棒棒哒！速度也很快东西真的不错。哈哈哈哈哈哈哈哈哈哈啊啊哈哈哈哈哈哈哈哈哈啊哈哈哈哈哈哈哈啊哈哈哈哈哈啊啊哈哈哈哈哈哈哈哈啊哈哈哈啊哈哈
1.03612E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,童***歌,2019/3/1 7:58,为了以后手机维修方便，以旧换新，果断入手国行，而且天猫苏宁店是全网最便宜的，在这买的平板用了三年没出问题，有保障！
1.03591E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,y***3,2019/2/27 22:37,已经拿到啦，非常放心。
1.03619E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,9***n,2019/3/1 21:41,很好用，继续使用后再评价
1.03603E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,花***5,2019/2/27 22:22,用了一段时间，挺不错的，是真的
1.03549E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,卖***沙,2019/2/21 17:24,棒
1.03502E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***2,2019/2/14 20:27,手机不错，应该是原装，用了几天才来评价，感觉除了电池略微差一点点外，色彩及速度都好，要是看视频不多一天够用，好评
1.03618E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,孤***1,2019/3/1 19:39,以后写追评，现在挺好的
1.0363E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,弹***了,2019/3/1 20:19,手机很好
1.03587E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,我***l,2019/2/24 9:47,用了一段时间才来评价，嗯 还不错 用起来满顺手的 就是有点大 影响我开挖机。
1.03583E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***0,2019/2/23 13:45,手机是全新正版，非常满意的一次购物
1.03581E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,c***7,2019/2/28 9:13,手机是好的
1.03601E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,l***9,2019/3/1 12:28,此用户没有填写评论!
1.03604E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,亲***控,2019/3/2 22:40,目前来说还是可以的
1.03564E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,c***9,2019/2/24 12:00,宝贝不错哦！颜色很好看！性价比非常好。值得信赖！
1.03602E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,h***2,2019/2/26 10:47,又好又快，还能验货，好玩
1.03567E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,孙***4,2019/2/22 17:01,挺不错的，老婆很喜欢，没发现什么问题，挺好！
1.03614E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,杨***1,2019/3/2 21:31,挺好的，应该是正品
1.03586E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,水***6,2019/2/23 21:56,不错，手机很喜欢，操作很流畅。
1.03609E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,卿***k,2019/3/2 11:32,挺好的!!!开机感觉特别顺畅，用这么久，都很好。
1.03607E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,j***板,2019/3/3 13:24,到店里鉴定过，是正品。我就想要个纸制发票，客服一推再推
1.03573E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,欣***q,2019/2/27 8:50,用了一段时间 还不错
1.03562E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,q***n,2019/2/25 16:57,手机是正品，这个价格值得购买
1.03594E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,z***h,2019/2/28 12:46,挺好不错，没问题
1.03613E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,l***爷,2019/3/3 23:09,上手感觉还可以
1.03569E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***6,2019/2/14 18:41,此用户没有填写评论!
1.03588E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,l***谦,2019/2/28 23:57,目前还可以，待追评
1.03507E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,t***5,2019/2/17 10:38,用了几天才来评价 是正品 运行很快 待机时间很长 清晰度高 款式设计的很到位 非常好很满意
1.03632E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,寻***落,2019/3/2 8:49,一如既往的支持，客服细心解答，问题及时回复解决！
1.03611E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***6,2019/2/27 13:45,很好很不错用着很好
1.03512E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,h***j,2019/2/14 14:07,应该可以的，手感触控方面都不错，至于信号，通话等再用一段时间再追加评论
1.03632E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,曾***心,2019/3/3 14:35,非常值得购买
1.03613E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,馨***8,2019/3/1 10:00,当备用机不错
1.03553E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,雨***街,2019/2/22 12:08,查了是正品 国行 用用看吧 现在看来不错 第一天使用
1.03548E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,一***店,2019/2/23 14:51,用了3天，是正品吧。喜欢????????希望一直这么好
1.03568E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,d***6,2019/2/22 18:11,苏宁易购手机不错，便宜质量好
1.03582E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,热***他,2019/2/28 12:14,苏宁还是放心的
1.03592E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,青***8,2019/2/28 10:11,第一次在网上买手机，不错
1.03607E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,尼***爷,2019/3/1 23:28,用上了，还可以吧
1.03611E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,似***3,2019/2/28 21:45,还不错，挺好的
1.03591E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,c***越,2019/2/26 11:24,货很好 很哇塞
1.03601E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,l***1,2019/2/26 9:28,宝贝收到了，很好用。
1.03607E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,c***7,2019/2/26 21:19,嘻嘻超级好用 快递小哥态度超级好的??
1.03599E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,l***4,2019/3/1 4:10,目前没问题
1.03566E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***8,2019/2/26 9:19,正品，用了好几天没发现什么问题，五星好评
1.03582E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,和***5,2019/2/26 20:16,发货很快，目前手机正常，全新机
1.03529E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,蓝***羽,2019/2/15 13:37,此用户没有填写评论!
1.03633E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,v***2,2019/3/2 11:49,好用，很OK！
1.03595E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,古***棠,2019/2/26 19:35,正品，用了10天了，8P吃鸡一流
1.03612E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,芸***草,2019/2/27 15:53,宝贝收到，等用过再来评价的
1.03603E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,t***3,2019/2/26 12:41,感觉很好
1.03631E+12,0,网络类型:无需合约版;机身颜色:深空灰色;套餐类型:官方标配;存储容量:64GB,赏***j,2019/3/2 0:09,还可以??
1.03579E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,a***9,2019/2/26 12:23,超级喜欢
1.03518E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,t***5,2019/2/17 10:41,手机还好，比想象的更好，这个价格真的非常不错哦，希望大家可以买哦！
1.03621E+12,0,网络类型:无需合约版;机身颜色:银色;套餐类型:官方标配;存储容量:64GB,t***0,2019/2/28 19:55,手机很好 就是原装充电速度很慢 手机超级流畅 a&apos;11芯片很强 我是一个不爱评价的小懒，也不是不爱评价，只是懒得打很多的字。但是淘宝要打很多字才会有积分吖！ suoyi 就出现了这个好评模板！哈哈哈哈！这说明我对这次购买的宝贝是非常满意啦，来来来，数数字数够不够！ ok ！够数，完美 y (??.)耶~
1.03551E+12,0,网络类型:无需合约版;机身颜色:金色;套餐类型:官方标配;存储容量:64GB,味***此,2019/2/21 22:00,正品手机很好用支持购买
